Geneid	Chr	Start	End	Strand	Length	cont_1	cont_2	cont_3	KD_1	KD_2	KD_3
ENSMUSG00000024535	18;18;18;18;18;18;18	53405316;53487066;53499784;53542724;53544271;53544832;53549171	53405506;53487149;53499888;53542818;53544303;53544896;53550477	+;+;+;+;+;+;+	1880	1050	1016	1025	1018	875	858
ENSMUSG00000024538	18;18;18;18;18	53565995;53568779;53570641;53571160;53577494	53566719;53568963;53570734;53571273;53577661	-;-;-;-;-	1286	7326	8026	7332	6511	5715	5499
ENSMUSG00000069378	18;18;18;18;18;18;18;18;18	53624200;53632635;53633075;53696266;53699852;53711248;53711701;53727810;53734609	53624816;53632827;53633382;53696393;53699976;53711298;53712043;53727986;53735561	+;+;+;+;+;+;+;+;+	2895	16	27	27	16	12	18
ENSMUSG00000048799	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	53841380;53843974;53845537;53857249;53862776;53866474;53868711;53873036;53874418;53874654;53878101;53878870;53881277;53882737;53884008;53887201;53890745;53895297;53898132;53899706;53903936;53904142	53843118;53844135;53845682;53857347;53862898;53866635;53868803;53873125;53874570;53874750;53878283;53879019;53881454;53882959;53884235;53887398;53890893;53895438;53898246;53899862;53904001;53904207	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4719	3974	4258	3925	2810	2558	2598
ENSMUSG00000073563	18;18;18;18;18;18;18;18;18;18;18;18;18	54021767;54055185;54062507;54066254;54076629;54078453;54089723;54089932;54091845;54093104;54107702;54108299;54112899	54022254;54055608;54062547;54066323;54076777;54078687;54089808;54090016;54091993;54093199;54107808;54108322;54115338	+;+;+;+;+;+;+;+;+;+;+;+;+	4394	4418	4931	4792	4897	4316	4341
ENSMUSG00000069376	18	54143975	54144982	+	1008	8	12	8	6	10	8
ENSMUSG00000084814	18;18;18	54581949;54609342;54611094	54582214;54609448;54612494	+;+;+	1774	0	0	0	2	3	1
ENSMUSG00000052713	18;18;18;18;18;18;18;18;18;18;18	55047699;55049468;55051404;55054105;55054874;55056819;55059867;55104536;55147265;55149482;55151934	55048735;55049549;55051557;55054277;55055291;55059273;55059954;55106462;55148360;55149834;55152245	-;-;-;-;-;-;-;-;-;-;-	8095	3418	3752	3260	4352	3754	3744
ENSMUSG00000092154	18;18	55141089;55145054	55142138;55147343	+;+	3340	1	0	1	0	0	0
ENSMUSG00000085098	18;18;18;18;18;18	55149964;55204973;55207066;55208517;55217239;55236133	55149988;55205194;55207127;55208580;55217290;55239068	+;+;+;+;+;+	3361	71	61	52	68	61	41
ENSMUSG00000084521	18	55245219	55245311	-	93	0	0	0	0	0	0
ENSMUSG00000088227	18	55339494	55339573	+	80	0	0	0	0	0	0
ENSMUSG00000092702	18	55782287	55782574	-	288	0	0	1	0	0	1
ENSMUSG00000077863	18	56126510	56126603	-	94	0	0	0	0	1	0
ENSMUSG00000088617	18	56146876	56147181	-	306	0	0	0	0	0	0
ENSMUSG00000088440	18	56352653	56352787	+	135	0	0	0	0	0	0
ENSMUSG00000092866	18	56381488	56381672	+	185	0	0	0	0	0	0
ENSMUSG00000001700	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	56559991;56578824;56591773;56629187;56633673;56636257;56638503;56642275;56644866;56645030;56648405;56649269;56650325;56651549;56656974;56662242	56560229;56578979;56592011;56629306;56633784;56636323;56638606;56642370;56644937;56645110;56648516;56649391;56650412;56651653;56657067;56663446	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3013	1892	1935	1851	2045	1777	1726
ENSMUSG00000053644	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	56669341;56678066;56684376;56687931;56691144;56691365;56691635;56692142;56693844;56696858;56698355;56701879;56704619;56706558;56708101;56709950;56710814;56718876;56720430;56721687;56722137;56732499	56669636;56678241;56686661;56688006;56691217;56691462;56691751;56692248;56693928;56697271;56698396;56701976;56704696;56706602;56708233;56710073;56710894;56719076;56720483;56721982;56722329;56732605	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5181	7479	8184	7507	7494	6540	6411
ENSMUSG00000008301	18;18;18;18;18;18	56722097;56732476;56735116;56739834;56743945;56746531	56722377;56732789;56735702;56739954;56744028;56747366	+;+;+;+;+;+	2223	3737	4066	3839	3637	3351	3111
ENSMUSG00000032900	18;18;18;18	56748004;56749112;56752031;56754102	56748124;56749236;56752368;56754436	+;+;+;+	919	0	1	1	1	2	0
ENSMUSG00000024590	18;18;18;18;18;18;18;18;18;18;18	56867467;56888055;56888941;56890624;56892866;56899475;56900341;56902865;56907631;56909353;56912261	56868128;56888211;56889066;56890794;56893110;56899695;56900566;56902969;56907750;56909463;56913078	+;+;+;+;+;+;+;+;+;+;+	2962	19772	22759	21076	16815	14614	14601
ENSMUSG00000032656	18;18;18;18;18;18	56921370;56935506;56942673;56963323;56971486;57084961	56922222;56935762;56942882;56967522;56971729;57085202	-;-;-;-;-;-	6006	221	260	186	312	286	263
ENSMUSG00000087597	18;18;18;18;18	56929371;56955431;56956570;56959811;56961023	56929440;56955486;56956601;56959995;56961342	+;+;+;+;+	663	1	1	1	1	0	0
ENSMUSG00000024592	18;18;18;18;18;18;18;18;18	57115487;57118177;57122055;57126747;57128174;57132459;57133038;57134719;57134964	57117575;57118233;57122172;57126843;57128564;57132597;57133138;57134900;57135022	-;-;-;-;-;-;-;-;-	3233	506	528	514	330	327	363
ENSMUSG00000024593	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	57292744;57302440;57340123;57349155;57350761;57371976;57400198;57402317;57406188;57412488;57419317;57420765;57421648;57424095;57435335;57436643;57437250;57441278;57443448;57445462;57447437;57448937;57450051;57451425;57452223;57453498	57293384;57302643;57340255;57349256;57350861;57372068;57400444;57402437;57406324;57412700;57419491;57420885;57421811;57424197;57435481;57436777;57437378;57441406;57443576;57445590;57447673;57449064;57450174;57451469;57452429;57457121	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7718	4023	4437	3838	6268	5297	5922
ENSMUSG00000024594	18;18;18;18;18;18;18;18;18	57514387;57522087;57522730;57524843;57531021;57534181;57541282;57543828;57548874	57514545;57522203;57523119;57525003;57531123;57534344;57541385;57543930;57552373	+;+;+;+;+;+;+;+;+	4801	4026	4533	4224	5261	4300	4226
ENSMUSG00000086607	18;18;18;18;18;18;18;18	57533109;57594517;57665655;57705015;57705668;57708738;57711349;57711761	57533495;57594635;57665813;57705519;57708029;57708890;57711533;57712051	-;-;-;-;-;-;-;-	4161	259	254	253	223	210	198
ENSMUSG00000069372	18;18	57628140;57636668	57628490;57637788	+;+	1472	19	13	13	21	23	12
ENSMUSG00000085800	18;18;18;18;18;18	57664076;57665629;57675344;57690087;57692470;57693080	57664709;57665813;57675594;57690694;57692610;57693406	-;-;-;-;-;-	2146	1	1	0	1	1	0
ENSMUSG00000058925	18;18;18;18;18;18;18;18;18	57693434;57697687;57722830;57723598;57726378;57751622;57753733;57826889;57890369	57693622;57697738;57722945;57723696;57726594;57751753;57753789;57827021;57890719	+;+;+;+;+;+;+;+;+	1346	7	5	2	3	2	3
ENSMUSG00000088776	18	57829107	57829212	-	106	0	0	0	0	0	0
ENSMUSG00000024597	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	58038332;58055936;58056998;58057713;58058914;58059676;58061010;58063778;58063992;58065607;58069895;58071544;58072491;58073760;58075063;58079110;58081400;58086061;58089809;58092134;58094605;58095962;58097314;58099789;58100663;58101407;58103570	58039198;58056055;58057073;58057808;58059053;58059786;58061118;58063905;58064076;58065758;58070002;58071667;58072592;58073915;58075162;58079221;58081540;58086167;58089888;58092259;58094652;58096084;58097425;58099875;58100798;58101474;58106475	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6520	24985	26952	25413	19859	17102	17780
ENSMUSG00000024598	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	58168277;58171868;58173306;58178391;58180024;58180728;58182827;58184680;58185986;58187471;58194927;58195501;58196616;58197356;58197854;58198962;58199728;58203147;58203853;58204923;58207579;58208189;58208455;58209865;58212597;58213303;58214480;58215068;58215849;58218008;58218989;58221292;58223161;58225648;58227920;58228782;58229061;58229602;58231447;58232208;58235634;58236266;58239800;58240378;58240962;58244231;58250198;58252948;58254836;58255564;58261984;58263633;58264750;58265948;58272901;58274031;58275232;58283870;58308645;58313414;58349895;58360264;58363400;58368254;58369206	58170286;58172045;58173537;58178510;58180152;58180844;58182949;58184805;58186192;58187596;58195058;58195623;58196735;58197481;58197919;58199114;58199853;58203266;58203981;58205039;58207704;58208314;58208580;58209933;58212749;58213428;58214605;58215136;58216010;58218130;58219111;58221417;58223283;58225770;58228045;58228907;58229183;58229727;58231572;58232336;58235759;58236493;58239925;58240428;58241099;58244350;58250323;58253073;58254889;58255716;58262106;58263755;58264875;58266067;58273038;58274243;58275384;58283995;58308770;58313611;58349990;58360359;58363498;58368336;58369580	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10480	25126	27896	24274	20873	17211	19075
ENSMUSG00000091641	18;18	58369906;58380259	58370034;58381539	+;+	1410	88	94	81	82	85	73
ENSMUSG00000089095	18	58391126	58391229	-	104	0	0	0	0	0	0
ENSMUSG00000024600	18;18;18;18;18;18;18;18;18;18	58715911;58731683;58739447;58741825;58758203;58764692;58767278;58768824;58769448;58771833	58716598;58731886;58739605;58741949;58758397;58764782;58767476;58768921;58769578;58772427	+;+;+;+;+;+;+;+;+;+	2485	31	32	25	50	48	35
ENSMUSG00000077243	18	58775013	58775143	-	131	0	0	0	0	0	0
ENSMUSG00000024601	18;18;18;18;18	58819136;58830862;58831102;58832904;58837419	58819451;58830981;58831305;58833020;58839224	+;+;+;+;+	2563	4923	5384	4938	3732	3183	3385
ENSMUSG00000053441	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	58996418;58997088;59049927;59060513;59061756;59062560;59086910;59102052;59111998;59114164;59123115;59128377;59129537;59132356;59144895;59148598;59166982;59170657;59184101;59191427;59192542;59208448;59212191	58996548;58997737;59050092;59060685;59061839;59062717;59086953;59102157;59112138;59114314;59123216;59128507;59129709;59132483;59145015;59148678;59167139;59170810;59184236;59191631;59192694;59208625;59213332	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4666	709	762	703	563	486	446
ENSMUSG00000050875	18;18;18;18	59221902;59225489;59231847;59235212	59222216;59226643;59234318;59236616	+;+;+;+	5347	91	81	76	133	123	103
ENSMUSG00000087941	18	59272541	59272600	-	60	0	0	0	0	0	0
ENSMUSG00000058152	18;18;18	59335055;59338919;59568529	59336138;59339202;59570100	+;+;+	2940	312	323	310	421	309	326
ENSMUSG00000089285	18	59897718	59898011	-	294	0	0	0	0	0	0
ENSMUSG00000077077	18	60333971	60334080	+	110	0	0	0	0	0	0
ENSMUSG00000073555	18;18;18	60371734;60372210;60405029	60371823;60372318;60407474	+;+;+	2645	6	4	3	4	2	4
ENSMUSG00000085977	18	60380497	60381712	+	1216	0	0	0	0	0	0
ENSMUSG00000068606	18;18;18	60427959;60429045;60432823	60428846;60430693;60432926	-;-;-	2641	12	16	17	5	4	8
ENSMUSG00000090942	18;18	60453034;60459481	60453140;60462670	+;+	3297	46	50	38	55	42	42
ENSMUSG00000054072	18;18;18	60535683;60542266;60549446	60535784;60542448;60552281	+;+;+	3121	8	4	5	3	5	4
ENSMUSG00000073554	18;18	60585946;60586568	60586563;60586588	+;+	639	0	1	1	1	0	1
ENSMUSG00000063388	18;18;18;18	60598949;60601388;60602020;60603186	60599152;60602018;60602909;60603502	+;+;+;+	2042	3	0	0	2	0	0
ENSMUSG00000038059	18;18	60633847;60661047	60635239;60661637	-;-	1984	328	332	344	243	186	194
ENSMUSG00000024603	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	60685868;60686255;60694247;60697918;60701226;60703693;60705011;60705402;60705875;60706421;60709840;60711542;60712499;60714761;60715882	60686019;60687627;60694317;60698096;60701269;60703800;60705031;60705475;60705987;60706530;60709913;60711596;60712606;60714858;60718416	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5115	8758	9434	8651	7633	6912	6755
ENSMUSG00000024604	18;18;18;18;18;18;18;18;18;18	60720390;60720905;60723420;60724017;60725272;60726007;60727025;60730070;60730654;60731477	60720533;60721140;60723449;60724149;60725372;60726179;60729962;60730523;60730794;60732464	+;+;+;+;+;+;+;+;+;+	5338	4790	5030	4592	4893	4447	4266
ENSMUSG00000049173	18;18;18;18;18;18;18	60735970;60738590;60739030;60739265;60740348;60749840;60751346	60736172;60738752;60739165;60739318;60740502;60749901;60751442	-;-;-;-;-;-;-	870	0	0	0	0	0	0
ENSMUSG00000043079	18;18;18;18;18;18;18;18;18;18;18;18	60753627;60759860;60765537;60769561;60782885;60783825;60784143;60789106;60805312;60807850;60812577;60819756	60756142;60764144;60766678;60769759;60782979;60783990;60784227;60789739;60805448;60807973;60812685;60819796	-;-;-;-;-;-;-;-;-;-;-;-	9533	387	460	391	604	500	527
ENSMUSG00000054008	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	60845632;60849618;60850832;60851583;60854990;60856721;60858093;60859162;60860026;60861813;60862427;60863391;60864730;60867255;60872377;60887135;60908155	60849018;60849720;60850941;60851753;60855164;60856844;60858189;60859344;60860154;60861863;60862612;60863545;60864817;60867749;60873286;60887217;60908304	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6597	10713	11440	10536	10285	8363	8505
ENSMUSG00000024608	18;18;18;18;18;18;18	60934164;60934883;60935370;60935893;60936584;60937467;60938085	60934435;60934971;60935396;60936205;60937073;60937543;60938200	+;+;+;+;+;+;+	1384	29794	31834	29616	31518	30654	27029
ENSMUSG00000080779	18	60938637	60939048	-	412	1	1	0	2	2	2
ENSMUSG00000024610	18;18;18;18;18;18;18;18;18	60963502;60967562;60967886;60968682;60969636;60969982;60970948;60971513;60971806	60963664;60967731;60967965;60968744;60969728;60970072;60971139;60971575;60972300	+;+;+;+;+;+;+;+;+	1410	9	8	3	9	2	7
ENSMUSG00000093327	18	60971730	60971817	+	88	0	0	0	0	0	0
ENSMUSG00000024613	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	60973414;60974177;60974612;60975655;60977684;60978516;60979042;60981287;60982458;60986994;60988019;60988310;60988668;60991167;60991428;60991820;60992081;60992375;60993074;60995309;60997551;60998329;60999226;61002880;61005465;61008405	60973842;60974222;60974706;60976182;60977864;60978598;60979264;60981418;60982644;60987101;60988213;60988489;60988769;60991334;60991649;60991963;60992278;60992584;60993286;60995560;60997624;60998515;60999287;61003025;61005520;61008613	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4630	5708	6199	5528	4520	3793	3951
ENSMUSG00000036412	18;18	61071434;61076012	61072204;61078215	+;+	2975	1	1	0	0	0	0
ENSMUSG00000024617	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	61085272;61086603;61100941;61106640;61110947;61111788;61111939;61115191;61116758;61116954;61117795;61118227;61119657;61123208;61128665;61129648;61137594;61139714;61143980;61144431	61085494;61086680;61103050;61106699;61111001;61111853;61112011;61115293;61116841;61117048;61117917;61118310;61119699;61123617;61128697;61129696;61137669;61139808;61144208;61147806	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7465	325	296	316	656	546	528
ENSMUSG00000052026	18;18;18;18;18;18;18;18;18;18;18;18;18;18	61155035;61160076;61160946;61161224;61161777;61161980;61162895;61163141;61164043;61165366;61167029;61167370;61169076;61173631	61156485;61160243;61161046;61161323;61161908;61162092;61163019;61163244;61164177;61165504;61167263;61167501;61169259;61173853	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3342	0	0	0	1	0	0
ENSMUSG00000024619	18;18;18	61178516;61180028;61195330	61179595;61180173;61195853	-;-;-	1750	0	0	0	0	0	0
ENSMUSG00000024620	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	61204804;61205684;61219798;61220859;61223521;61224451;61224659;61225369;61226152;61227750;61228396;61231315;61232284;61232895;61233282;61236173;61237272;61238183;61238532;61239278;61239950;61240609;61241471;61242875	61205226;61205754;61219843;61221179;61223787;61224578;61224833;61225561;61226267;61227873;61228610;61231409;61232416;61232999;61233392;61236332;61237432;61238301;61238654;61239389;61240049;61240714;61241703;61244715	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5478	0	0	1	4	3	4
ENSMUSG00000024621	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	61265226;61265435;61269270;61269875;61271612;61272356;61274405;61276695;61276946;61277186;61278606;61280202;61283853;61284131;61284467;61285328;61287519;61287723;61288641;61288924;61289357;61289758;61289958	61265338;61265652;61269527;61270159;61271748;61272515;61274591;61276810;61277066;61277376;61278721;61280545;61283979;61284235;61284577;61285490;61287607;61287820;61288763;61289035;61289456;61289866;61291803	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5229	6	6	6	10	5	5
ENSMUSG00000024622	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	61290933;61293506;61295125;61295881;61297057;61300445;61301313;61306083;61306901;61310023;61311839;61314682;61314914;61316997;61322551;61325139;61326850;61330862;61331805;61336232	61292249;61293715;61295241;61296014;61297276;61300629;61301444;61306210;61307202;61310172;61311937;61314779;61315086;61317415;61322682;61325237;61327347;61331036;61331940;61336704	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5197	4064	4285	3779	3485	2847	2937
ENSMUSG00000089125	18	61298163	61298267	-	105	22	19	17	12	13	9
ENSMUSG00000034320	18;18;18;18;18;18	61352573;61359659;61361335;61363964;61370769;61371052	61359312;61360023;61362057;61364099;61371034;61371266	-;-;-;-;-;-	8445	1959	2162	2057	2133	1788	1886
ENSMUSG00000024575	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	61380136;61391002;61392486;61394293;61398063;61405195;61409600;61412784;61413321;61413957;61416638;61416835;61417860;61422070;61423577;61423827;61424612;61434677;61441175;61441482;61443660;61445567;61447787	61380732;61391154;61392575;61394433;61398137;61405259;61409666;61412831;61413470;61414100;61416703;61416981;61417967;61422179;61423664;61423927;61424719;61434776;61441238;61441556;61443743;61445714;61449578	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4521	5	8	7	3	4	4
ENSMUSG00000069367	18;18	61418734;61419241	61419066;61419615	-;-	708	68	60	70	78	46	53
ENSMUSG00000033871	18;18;18;18;18;18;18;18;18;18;18;18;18;18	61457790;61459240;61462273;61464362;61466861;61468687;61469300;61470061;61471808;61475391;61482789;61542099;61549486;61559944	61458437;61459394;61462394;61464437;61467668;61468748;61469336;61471162;61471924;61475603;61482962;61542177;61549740;61560085	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3990	166	207	148	148	111	110
ENSMUSG00000093026	18	61557467	61557579	+	113	0	0	0	0	0	0
ENSMUSG00000089541	18	61626707	61626807	-	101	0	0	0	0	0	0
ENSMUSG00000045094	18;18;18;18;18;18;18;18;18;18;18;18;18	61653448;61657746;61659359;61661460;61663909;61665326;61666067;61666852;61668293;61677649;61682230;61683461;61696045	61654703;61657906;61659554;61661588;61664238;61665436;61666171;61666982;61668933;61677796;61682353;61683657;61696190	-;-;-;-;-;-;-;-;-;-;-;-;-	3675	126	146	133	157	121	116
ENSMUSG00000024576	18;18;18;18;18;18;18;18;18;18;18;18;18	61714928;61716157;61727918;61729118;61731528;61735064;61736161;61736832;61738321;61739993;61742498;61744819;61747080	61715527;61717892;61728044;61729216;61731611;61735203;61736239;61736906;61738427;61741916;61744058;61746152;61749715	+;+;+;+;+;+;+;+;+;+;+;+;+	10502	24049	25984	23747	25263	22832	22616
ENSMUSG00000065592	18	61807470	61807557	-	88	0	0	0	0	0	0
ENSMUSG00000065445	18	61808850	61808912	-	63	0	0	0	0	0	0
ENSMUSG00000084888	18;18;18	61810628;61814084;61824956	61812060;61814192;61825191	-;-;-	1778	0	0	1	1	1	0
ENSMUSG00000024578	18;18;18	61847589;61849772;61851860	61847658;61850061;61852191	+;+;+	692	0	0	1	2	0	0
ENSMUSG00000024579	18;18;18;18;18;18	61856491;61858018;61858947;61861850;61862538;61867148	61857630;61858158;61859158;61862024;61863372;61867289	-;-;-;-;-;-	2645	2204	2350	2248	2502	2249	2196
ENSMUSG00000024580	18;18;18;18	61872094;61878408;61879356;61885880	61875781;61878489;61879509;61885985	-;-;-;-	4030	2346	2418	2340	1931	1665	1625
ENSMUSG00000033032	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	61889915;61893358;61895222;61896437;61897150;61898338;61898778;61901284;61902932;61906432;61908350;61911320;61912163;61915217;61916494;61917306;61918254;61946230	61890964;61893486;61895400;61896601;61897261;61898410;61898923;61901495;61903414;61906524;61908529;61911531;61912261;61915328;61916588;61917389;61918382;61946356	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3680	111	128	127	78	68	73
